Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature
Chris Cornell,Billie Jean,77,0.52,0.619,8,-4.85,0,0.0427,0.591,0.0114,0.121,0.367,137.882,281373,3
Gilby Clarke,The Gospel Truth,55,0.646,0.861,6,-4.415,1,0.0984,0.019,0.000662,0.074,0.802,130.044,236680,4
Zen Guerrilla,Moonage Daydream,26,0.159,0.978,7,-3.937,1,0.09,0.00267,0.893,0.118,0.294,158.146,301973,4
La Rata Bluesera,La Daga,39,0.582,0.622,4,-10.752,0,0.0465,0.128,6.20E-06,0.616,0.619,95.221,242190,4
Dean Beard,Rakin and Scrapin,34,0.573,0.733,6,-9.721,1,0.0753,0.749,0.826,0.139,0.858,179.85,140275,4
Lords Of The Underground,Chief Rocka,54,0.89,0.716,1,-9.673,1,0.296,0.174,5.79E-06,0.0657,0.656,99.987,247400,4
Lord Huron,Mine Forever,46,0.563,0.754,5,-5.503,1,0.0291,0.342,0.0914,0.274,0.375,122.935,288283,4
Heaven Shall Burn,Eradicate,11,0.436,0.985,2,-4.001,1,0.084,1.72E-06,1.54E-05,0.35,0.324,92.514,272443,4
Gary Clark Jr.,Pearl Cadillac,43,0.411,0.458,2,-6.289,0,0.0357,0.646,0.0449,0.0987,0.0833,119.689,305533,4
MOY,No Talk's the Best Chat,56,0.65,0.706,4,-5.886,0,0.0384,0.0146,0.000381,0.128,0.328,110.978,167658,4
Charlie Worsham,Believe in Love,31,0.616,0.316,7,-8.583,1,0.0321,0.645,0.178,0.0971,0.473,73.901,227520,3
Bass Drum of Death,Just Business,41,0.531,0.976,7,-7.339,1,0.0448,0.000175,0.253,0.392,0.527,115.029,244800,4
Rostam,From The Back of a Cab,69,0.686,0.873,11,-5.002,1,0.0916,0.356,0.0338,0.0936,0.711,65.998,167320,4
Indosoul by Karthick Iyer,Need I Say More,39,0.315,0.712,4,-8.193,0,0.0541,0.0325,0.0157,0.37,0.417,131.509,380815,3
Strangers of Necessity,Fundamental,40,0.878,0.266,3,-9.115,0,0.312,0.0932,0.00234,0.0858,0.911,140.976,164250,4
Scorpions,In Trance,54,0.588,0.698,4,-5.92,1,0.0353,0.026,0.0751,0.343,0.223,136.312,230013,4
Monjola,Smile,34,0.824,0.506,3,-11.637,0,0.226,0.139,0.621,0.0733,0.863,115.977,175862,4
Hockey Dad,I Missed Out,41,0.291,0.963,10,-3.881,0,0.0726,0.000146,0.00487,0.173,0.306,86.187,213448,4
Ibeyi,Deathless,48,0.771,0.629,2,-7.155,1,0.157,0.0392,1.93E-06,0.0686,0.288,148.032,191427,4
Juanito Valderrama,El Emigrante (Bolero Flamenco),64,0.494,0.116,2,-15.359,0,0.0451,0.993,8.96E-06,0.195,0.45,118.569,181293,4
Sena Ehrhardt,If Trouble Was Money,46,0.355,0.541,4,-6.715,0,0.0358,0.262,0.687,0.0929,0.386,179.436,349067,3
If I Could Only Fly,"Ciaran Lavery, Joshua Burnside",52,0.533,0.138,11,-15.481,1,0.0356,0.824,0.000524,0.459,0.127,92.35,4.491666667,4
Tupperwave,Timeless,33,0.788,0.681,1,-13.456,0,0.158,0.119,2.38E-06,0.0969,0.805,86.957,162024,4
Death Blooms,Fuck Everything,59,0.599,0.979,6,-2.782,0,0.116,0.000425,0.0249,0.301,0.226,105.979,190387,4
Plague Vendor,New Comedown,38,0.47,0.892,9,-3.933,0,0.0923,3.28E-05,0.00012,0.0759,0.618,161.392,187667,4
Led Zeppelin,Whole Lotta Love - 1990 Remaster,31,0.412,0.902,3,-11.6,1,0.405,0.0484,0.0209,0.405,0.422,89.74,333893,4
Petey Pablo,Freek-A-Leek,32,0.737,0.697,9,-3.716,1,0.254,0.0756,0.00109,0.359,0.662,104.917,235187,4
MISSIO,Do You Realize??,37,0.104,0.132,7,-16.784,1,0.0542,0.99,1.63E-06,0.108,0.0338,172.328,142876,3
Cry Of Love,Highway Jones,30,0.611,0.675,4,-10.327,1,0.0378,0.00282,0.000293,0.238,0.605,127.746,312200,4
Zohar Argov,◊¶◊ú ◊¢◊• ◊™◊û◊® ◊ï◊ê◊ï◊® ◊ô◊®◊ó,41,0.466,0.493,10,-15.558,0,0.0425,0.129,4.12E-05,0.182,0.744,78.992,346467,4
Kenny Burrell,Chitlins Con Carne,80,0.803,0.335,1,-13.331,1,0.0451,0.579,0.000128,0.0849,0.786,132.682,330440,4
Papa Roach,Not The Only One,69,0.531,0.956,11,-3.727,0,0.109,0.0191,0.664,0.0738,0.629,160.036,205473,4
Axum,◊î◊ì◊ô◊ë◊ï◊®,56,0.849,0.78,6,-4.754,0,0.252,0.158,0.00762,0.813,0.815,95.002,262347,4
Eliad,◊ë◊™ 28,46,0.663,0.376,6,-7.085,0,0.0657,0.638,0.00381,0.0888,0.27,119.411,209700,4
The Hunna,Bad Place,20,0.648,0.564,1,-3.972,1,0.0322,0.216,0.0213,0.0854,0.357,132.932,139729,4
John Lee Hooker,I Didn't Know - Live,60,0.585,0.716,8,-8.755,0,0.0787,0.0214,8.87E-05,0.985,0.578,137.919,198040,4
Drugstore,El President,36,0.391,0.63,2,-5.685,1,0.0308,0.00326,0.00644,0.0991,0.242,147.587,171400,4
The Jam,Town Called Malice,35,0.542,0.91,1,-8.924,1,0.0873,0.00228,5.75E-05,0.0686,0.775,101.774,173320,4
"Jimmy ""Duck"" Holmes",Catfish Blues,34,0.665,0.47,2,-8.498,1,0.0376,0.444,0.00903,0.116,0.581,87.97,251528,4
Sugar,If I Can't Change Your Mind,51,0.357,0.992,10,-3.663,1,0.0555,0.123,7.36E-05,0.14,0.77,160.916,198933,4
Guns N' Roses,Sympathy For The Devil,48,0.31,0.945,10,-6.714,1,0.168,0.0174,0.0937,0.211,0.25,108.399,455560,4
Fibre,Virtual World,28,0.698,0.884,9,-6.017,0,0.0684,0.0955,0.000678,0.0897,0.692,122.024,245902,4
Ghetts,One Take,69,0.633,0.817,7,-8.952,1,0.337,0.212,0.81,0.0874,0.888,141.998,112061,4
stef,"hi, my name is lonely.",25,0.864,0.69,9,-5.097,0,0.102,0.00861,0.0245,0.212,0.566,126.035,170667,4
Toby Keith,I Love This Bar,32,0.608,0.825,10,-6.303,1,0.0419,0.024,2.89E-06,0.346,0.454,115.049,5.588883333,4
"Saint Sister, Mahogany",Eternal Flame,23,0.59,0.195,7,-9.096,1,0.0296,0.831,0.000522,0.123,0.191,77.982,2.70911667,3
Poor Righteous Teachers,Word Iz Life,58,0.738,0.88,5,-5.364,0,0.316,0.0175,0.863,0.087,0.771,86.99,270240,4
Biffy Clyro,Bubbles,53,0.351,0.724,9,-5.888,1,0.0315,0.00202,2.02E-05,0.113,0.196,147.343,301080,4
Hildegard,Jour 3,29,0.602,0.45,5,-10.715,1,0.266,0.857,7.56E-06,0.278,0.486,158.032,186544,4
mxmtoon,creep,39,0.699,0.461,3,-8.382,1,0.0313,0.664,0.0165,0.0872,0.0703,103.989,210600,4
Bonnie Raitt,Unintended Consequence Of Love,25,0.708,0.565,4,-5.505,0,0.0465,0.273,4.35E-06,0.0367,0.837,93.806,289027,4
rains,Solomon Crook,67,0.435,0.197,7,-10.988,0,0.0814,0.832,0.702,0.159,0.37,174.857,2.387016667,4
"Suresh Wadkar, Anupama",Lagi Aaj Sawan Ki,41,0.436,0.693,1,-7.41,0,0.0448,0.877,0.938,0.146,0.351,93.885,3.587783333,4
The Cold Stares,Under His Command,68,0.601,0.302,1,-8.44,0,0.0341,0.905,0.000166,0.108,0.153,85.041,195667,4
Aya Zahavi Feiglin,◊í◊ô◊ë◊ï◊®,64,0.661,0.509,3,-6.589,0,0.0289,0.233,0.000374,0.123,0.427,117.935,198133,4
Pantera,Planet Caravan,53,0.668,0.317,11,-15.705,0,0.0329,0.721,0.182,0.143,0.348,85.832,243427,4
Eli Sostre,Made It (Can't Stay),40,0.668,0.458,2,-8.345,0,0.0494,0.436,0.0002,0.0884,0.401,120.033,184163,4
Master KG,Jerusalema (feat. Nomcebo Zikode),26,0.88,0.483,1,-7.012,1,0.0505,0.0185,0.304,0.0607,0.827,124.009,342613,4
Coldplay,Up&Up,50,0.479,0.717,7,-5.459,1,0.0605,0.0488,0.00682,0.102,0.253,163.989,405320,4
CJ,Lil Freak (feat. DreamDoll),31,0.878,0.579,11,-7.292,1,0.369,0.112,6.89E-05,0.204,0.51,149.893,159973,4
Peer Tasi,◊ó◊ï◊®◊£ ◊ë◊ó◊ú◊ï◊ü,30,0.596,0.432,5,-7.36,0,0.0301,0.537,0.859,0.171,0.392,122,212662,4
Shlomo Artzi,◊û◊†◊í◊ü ◊ï◊©◊®,76,0.506,0.422,9,-11.439,0,0.034,0.916,9.22E-05,0.1,0.378,84.341,220933,4
American Authors,Pocket Full Of Gold,67,0.608,0.945,11,-3.858,1,0.0483,0.00433,0.00279,0.0773,0.682,115.933,180213,4
Karl Hector & The Malcouns,Mother Seletta,34,0.361,0.91,4,-7.914,1,0.0943,0.0338,0.000243,0.122,0.305,108.168,486861,4
Tractor's Revenge,◊û◊©◊ó◊ß ◊©◊ú ◊ì◊û◊¢◊ï◊™,52,0.662,0.456,3,-14.097,1,0.0309,0.254,2.38E-06,0.0519,0.772,104.85,310000,4
The Tammys,Egyptian Shumba,60,0.338,0.794,1,-7.015,0,0.0432,0.0181,0.0248,0.192,0.879,168.48,137145,4
Dwight Yoakam,"Guitars, Cadillacs",48,0.581,0.917,5,-3.519,1,0.0746,0.26,0.0833,0.141,0.86,171.663,3.087333333,3
R3HAB,Where You Wanna Be,51,0.766,0.698,7,-7.549,0,0.228,0.329,0.0059,0.0835,0.204,123.926,158710,4
John Mayall & The Bluesbreakers,When The Devil Starts Crying,50,0.481,0.799,5,-8.098,1,0.0459,0.0451,0.0157,0.589,0.745,140.217,253867,4
347aidan,Demons and Monsters,44,0.777,0.32,5,-11.824,0,0.0847,0.927,0.0936,0.256,0.407,80.992,197902,4
Maeve,Sick,55,0.647,0.374,7,-11.81,0,0.0351,0.46,0.0506,0.118,0.158,95.055,160547,4
The Primeridian,Jigsaw,39,0.802,0.877,5,-6.477,1,0.247,0.117,6.93E-06,0.484,0.54,94.2,252200,4
Radish,Little Pink Stars,42,0.272,0.931,11,-3.715,0,0.0592,0.000237,0.0253,0.269,0.428,145.877,288693,4
Alice Merton,Vertigo,33,0.429,0.854,10,-5.404,1,0.0426,0.0012,0.109,0.239,0.683,135.008,186014,4
The Stooges,Search and Destroy - Iggy Pop Mix,52,0.235,0.977,4,0.878,1,0.107,0.00353,0.106,0.172,0.241,152.952,208133,4
The Guild,Heir to the Serpent,43,0.227,0.982,3,-4.534,1,0.135,0.000306,0.0121,0.13,0.0576,110.05,263183,4
Snarls,Marbles,23,0.381,0.436,11,-6.731,1,0.0329,0.0118,0.00894,0.133,0.453,183.923,149077,3
Lata Mangeshkar,Mohe Panghat Pe,81,0.392,0.271,2,-10.284,1,0.0478,0.993,2.21E-06,0.205,0.739,184.748,3.9473,3
Tina Turner,Proud Mary,62,0.397,0.499,11,-10.972,1,0.0685,0.0766,0.0527,0.111,0.367,171.067,327400,4
Brian Owens,A Change Is Gonna Come,79,0.619,0.405,1,-6.802,1,0.0273,0.391,0.003,0.0736,0.562,128.958,276609,3
Eddie Vedder,Society,36,0.561,0.327,1,-10.835,0,0.0327,0.902,3.35E-05,0.111,0.298,161.858,236307,4
Duckwrth,Super Bounce,60,0.772,0.61,7,-6.175,0,0.206,0.239,0.0587,0.124,0.747,74.519,218018,4
Electric Light Orchestra,Strange Magic,30,0.442,0.327,7,-12.831,0,0.0267,0.772,0.0553,0.325,0.318,95.394,246053,4
Cobi,Prophet Story,16,0.576,0.478,4,-4.028,1,0.027,0.724,0.704,0.127,0.241,95.864,218992,4
Johnny Winter,"Tell The Truth - Live at The Woodstock Music & Art Fair, August 18, 1969",67,0.3,0.791,5,-9.993,1,0.114,0.246,0.000288,0.707,0.691,153.036,411120,4
Sam Fender,"Waiting For Love - Recorded At RAK Studios, London",36,0.333,0.691,2,-5.224,0,0.0428,0.0135,0.000179,0.164,0.341,125.204,165000,4
Idan Amedi,◊ß◊ï◊ú ◊ñ◊ô◊õ◊®◊ï◊ü ◊ô◊©◊ü,51,0.5,0.872,2,-5.81,0,0.0372,0.194,0.0325,0.0945,0.799,80.987,260880,4
Screams Of Syrens,A New Era,61,0.444,0.912,11,-8.007,1,0.0812,0.00269,0.817,0.308,0.31,174.949,275899,4
Forest Blakk,If You Love Her,44,0.286,0.445,7,-8.087,1,0.0347,0.355,0.671,0.114,0.278,50.827,217352,4
Sueco,SOS (feat. Travis Barker),53,0.615,0.785,10,-4.88,1,0.0632,0.0186,0.0835,0.166,0.369,150.03,169600,4
John Adams,"For Me, For Her, For You",75,0.573,0.206,11,-10.707,1,0.0314,0.86,0.000104,0.114,0.222,123.752,4.06048333,4
Amos Milburn,Thinking And Drinking,53,0.76,0.323,6,-12.06,1,0.125,0.983,0.000446,0.134,0.648,110.369,144787,4
Julia Jacklin,"to Perth, before the border closes",1,0.589,0.274,7,-12.442,1,0.031,0.302,6.86E-05,0.107,0.23,95.666,176733,4
Wolf Alice,Smile,62,0.368,0.769,10,-5.002,1,0.0731,0.000153,0.236,0.0657,0.378,187.239,196804,4
Parquet Courts,Almost Had to Start a Fight/In and Out of Patience,44,0.409,0.93,5,-3.293,1,0.191,0.103,0.045,0.863,0.789,92.648,194693,4
The Shins,So Says I,41,0.462,0.754,11,-3.361,1,0.0459,0.00843,0.00428,0.118,0.475,110.397,168533,3
Bailey Jehl,Old Town Road,9,0.741,0.155,8,-12.068,0,0.0515,0.911,6.24E-06,0.1,0.443,122.051,171867,4
Seasick Steve,Sun on My Face,61,0.44,0.184,9,-13.965,1,0.0612,0.863,0.799,0.0932,0.261,182.017,245933,3
Albert Collins,"Cold, Cold Feeling",91,0.713,0.281,7,-11.057,0,0.0379,0.137,0.000101,0.111,0.397,148.301,318840,3
Softcult,Another Bish,49,0.556,0.541,11,-6.018,1,0.0292,0.00476,7.33E-06,0.128,0.553,96.531,175421,4
AHI,Ol' Sweet Day,27,0.393,0.558,1,-9.429,1,0.0475,0.603,0.00113,0.108,0.336,112.64,2.96755,4
Low Island,What Do You Stand For,14,0.625,0.79,4,-7.068,0,0.0369,0.0054,4.59E-06,0.11,0.513,110.022,225851,4
The Rolling Stones,Confessin' The Blues,48,0.534,0.52,2,-10.743,1,0.0366,0.145,0.00191,0.368,0.816,116.855,167227,3
Iron Maiden,Fear Of The Dark - 1998 Remastered Version,54,0.301,0.813,3,-8.786,0,0.0568,0.000674,0.81,0.197,0.236,109.25,436960,4
Argonaut & Wasp,Dog Days,76,0.78,0.653,1,-7.085,1,0.0311,0.42,0.143,0.0997,0.527,116.008,215293,4
Pixies,Gouge Away,77,0.616,0.505,4,-13.394,1,0.0291,0.156,1.08E-06,0.409,0.41,114.068,176843,4
Dean Lewis,Be Alright,60,0.553,0.586,8,-6.319,1,0.0362,0.697,0.948,0.0813,0.443,126.684,196373,4
Architects,Little Wonder,26,0.533,0.967,10,-3.762,0,0.102,0.000232,0.00157,0.109,0.477,130.052,227813,4
Arctic Monkeys,R U Mine?,16,0.288,0.758,10,-5.692,0,0.0371,0.00616,0.0351,0.303,0.619,97.094,201726,4
Fleetwood Mac,World's in a Tangle,37,0.441,0.361,4,-13.803,1,0.0717,0.567,0.0274,0.143,0.513,68.024,325693,4
KURUPT FM,Summertime (feat. Craig David),36,0.545,0.872,11,-4.409,1,0.166,0.0395,0.000482,0.394,0.799,98.069,205374,3
Ozzy Osbourne,Crazy Train - 2002 Version,54,0.468,0.932,5,-2.599,1,0.0621,0.00756,0.818,0.309,0.571,137.683,289893,4
Joel Veena,Bhim,36,0.44,0.698,11,-5.175,1,0.0354,0.787,0.783,0.12,0.29,176.033,4.636366667,4
Hangman's Chair,Cold & Distant,47,0.429,0.833,6,-5.834,1,0.041,3.52E-05,0.000999,0.0794,0.351,129.95,309293,4
Reyanna Maria,So Pretty,29,0.799,0.543,2,-6.094,0,0.24,0.0512,0.00243,0.134,0.25,187.906,1.429033333,4
Caligula's Horse,Slow Violence,28,0.472,0.832,4,-7.223,0,0.0724,0.000958,0.000197,0.0345,0.58,191.987,270213,4
The Interrupters,Take Back The Power,41,0.383,0.974,4,-0.19,1,0.0985,0.142,0.017,0.168,0.682,185.07,200747,4
Disturbed,A Reason to Fight,45,0.591,0.571,2,-5.573,0,0.0248,0.0158,2.73E-06,0.13,0.26,75.04,284293,4
Tedeschi Trucks Band,Calling Out To You,55,0.597,0.118,11,-13.908,1,0.0358,0.964,0.0408,0.112,0.316,102.067,226160,4
Masato(coldrain),REMEMBER,63,0.383,0.944,5,-5.552,0,0.154,0.00105,0.000381,0.282,0.332,150.577,243333,4
jxdn,Angels & Demons,42,0.554,0.8,5,-3.936,1,0.0395,0.119,0.000463,0.629,0.463,115.056,160120,4
Eric Clapton,Let It Rain,58,0.442,0.616,5,-11.417,1,0.0294,0.111,6.77E-06,0.0993,0.746,122.267,301267,4
Skream,Chesters Groove,49,0.78,0.747,1,-9.192,1,0.0374,0.000376,0.000107,0.0766,0.0558,127.951,457500,4
Amitabh Bachchan,Yeh Ek Rupaiya - Dialogues,39,0.548,0.512,9,-13.032,1,0.814,0.933,9.90E-05,0.618,0.52,137.812,29.62503333,3
Cypress Hill,(Rock) Superstar,80,0.797,0.762,2,-6.972,1,0.259,0.0141,0.473,0.064,0.722,94.224,276867,4
Angelo De Augustine,Tomb,53,0.644,0.233,9,-14.938,1,0.0316,0.971,4.95E-05,0.103,0.643,85.685,258003,4
James Gillespie,Run,43,0.452,0.359,3,-8.388,0,0.0367,0.719,0.00897,0.255,0.338,109.505,212520,3
Cain & Abel 90210,The Great Machine,36,0.333,0.993,11,-3.625,1,0.16,7.40E-05,0.921,0.729,0.358,104.379,384915,4
Green Day,Pollyanna,47,0.507,0.96,9,-6.224,1,0.0354,9.36E-05,0.624,0.208,0.967,135.024,195018,4
Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),55,0.713,0.676,2,-5.483,1,0.027,0.0377,0.85,0.154,0.721,99.048,227395,4
Hot Hot Heat,Middle of Nowhere,49,0.568,0.971,1,-3.478,1,0.0543,0.0518,0.000808,0.265,0.778,139.27,241333,4
Time Binding Ensemble,Nychthemera in A Major,58,0.212,0.249,7,-15.673,1,0.0402,0.978,0.028,0.19,0.0382,118.718,220500,4
"Bonnie Raitt, John Prine",Angel From Montgomery,47,0.464,0.25,9,-17.436,1,0.0399,0.776,6.42E-05,0.939,0.221,132.748,4.63955,4
The Gap,Down,42,0.565,0.572,1,-11.274,0,0.0418,0.0611,0.777,0.101,0.367,140.013,271693,4
Corey Taylor,Thunder Force,94,0.326,0.942,10,-6.092,1,0.0787,8.59E-05,0.000153,0.322,0.596,111.009,221429,3
Hollow Front,Afflicted,35,0.185,0.941,6,-5.028,0,0.129,0.029,0.149,0.109,0.169,164.215,291968,3
Billy Joel,We Didn't Start the Fire,44,0.712,0.967,4,-5.206,1,0.047,0.0771,0.894,0.356,0.895,145.024,287733,4
DaBaby,PRACTICE,4,0.849,0.536,7,-7.307,1,0.349,0.0239,0.0898,0.126,0.308,141.964,122587,4
Master KG,"Jerusalema (feat. Micro TDH, Greeicy & Nomcebo Zikode) [Remix]",26,0.841,0.587,8,-6.489,1,0.0435,0.00351,0.000129,0.0669,0.802,124.006,218982,4
RVNT,Dead and Gone,63,0.466,0.953,10,-5.522,0,0.108,0.000663,0.00041,0.562,0.39,105.042,177568,4
"Dhaiwat, Vidushi Kalpana Zokarkar",Sakhi,68,0.531,0.817,6,-3.683,1,0.0376,0.225,1.22E-06,0.0669,0.335,109.94,4.32035,4
Emma McGrath,Getaway Train,65,0.498,0.222,2,-11.946,1,0.0348,0.978,0.000179,0.106,0.224,121.761,228428,4
Masati,Intoxicated Truth,34,0.685,0.669,11,-6.126,1,0.0355,0.729,0.0299,0.112,0.38,110.003,176727,4
Franz Ferdinand,This Fire,58,0.549,0.87,11,-9.453,1,0.0543,0.00249,2.24E-05,0.127,0.671,138.078,254693,4
Peter Murphy,Deep Ocean Vast Sea,42,0.623,0.614,9,-12.875,0,0.0317,0.00344,0.457,0.279,0.803,119.548,249773,4
Doss,On Your Mind,65,0.825,0.569,6,-8.334,0,0.0483,0.0617,2.83E-05,0.094,0.502,123.013,246183,4
Memphis Minnie & Kansas Joe,Evil Devil Woman Blues,55,0.476,0.0708,1,-16.237,1,0.0541,0.995,6.72E-05,0.147,0.495,145.089,194351,3
Ahero,Odyssey,39,0.518,0.829,9,-6.35,0,0.0915,0.342,0.561,0.109,0.384,150.042,211962,4
Crippled Black Phoenix,Lost,48,0.493,0.727,6,-7.763,0,0.0475,0.000152,0.017,0.333,0.256,120.002,491180,4
The Stooges,Gimme Danger - Alternate 'Violent' Iggy Mix,41,0.378,0.951,5,0.45,0,0.0566,0.00329,0.0012,0.135,0.249,132.06,213093,4
Bellah,Evil Eye - A COLORS SHOW,67,0.595,0.511,4,-8.409,0,0.197,0.613,0.000162,0.432,0.784,103.748,175195,4
Kasabian,Underdog,54,0.526,0.895,1,-5.407,0,0.0543,0.0603,0.609,0.582,0.655,101.016,277467,4
Buttering Trio,I Cried For You,48,0.736,0.554,10,-8.79,1,0.17,0.135,0.0258,0.103,0.435,98.989,243663,4
Josh Fudge,FEEL LIKE,40,0.592,0.733,1,-7.09,1,0.0544,0.109,0.000939,0.591,0.695,104.977,188143,4
The Horrors,Press Enter To Exit,56,0.513,0.64,10,-10.156,0,0.0295,0.000133,0.902,0.158,0.366,87.984,355175,4
Opeth,The Drapery Falls,45,0.102,0.859,7,-6.119,1,0.0775,0.000351,0.811,0.0774,0.274,191.293,653867,3
Pharrell Williams,"Happy - From ""Despicable Me 2""",21,0.647,0.822,8,-4.662,0,0.183,0.219,0.00403,0.0908,0.962,160.019,232720,4
The Rolling Stones,Doo Doo Doo Doo Doo (Heartbreaker),48,0.439,0.827,7,-4.593,1,0.0335,0.0646,0.0028,0.0844,0.54,111.297,206467,4
Bettye LaVette,Things Have Changed,46,0.716,0.667,9,-4.624,0,0.0349,0.127,0.647,0.0822,0.686,110.583,416560,4
Tired Lion,With Or Without,52,0.469,0.759,9,-5.119,1,0.0409,0.000357,0.861,0.145,0.332,130.045,210629,4
Ali Farka Tour√©,Savane,41,0.776,0.279,4,-10.45,0,0.0615,0.772,1.76E-06,0.0567,0.509,135.866,463267,4
Fiona Apple,Under The Table,28,0.64,0.494,2,-8.14,1,0.0602,0.295,1.57E-06,0.248,0.547,119.854,201352,4
Shlomi Shabat,◊û◊ï◊®◊ô◊ì◊ô◊ù ◊ê◊™ ◊î◊ô◊®◊ó,28,0.778,0.438,2,-8.834,0,0.0415,0.444,0.368,0.116,0.495,99.996,206400,4
Gil Scott-Heron,The Revolution Will Not Be Televised,68,0.558,0.677,4,-12.38,0,0.207,0.535,0.219,0.101,0.96,180.685,185879,4
Frederic Dupont,Beacon Hill,50,0.646,0.0512,1,-16.489,1,0.0572,0.973,2.70E-06,0.109,0.0602,102.996,3.209066667,3
Heart,White Lightning And Wine,34,0.699,0.42,7,-12.113,0,0.0564,0.0767,0.324,0.359,0.744,117.145,233600,4
The Weeknd,Blinding Lights,60,0.514,0.73,7,-5.934,1,0.0598,0.00146,6.72E-05,0.0897,0.334,171.005,200040,4
Sons Of Apollo,Fall to Ascend,34,0.536,0.987,11,-4.369,1,0.121,1.94E-05,0.000615,0.0707,0.278,130.016,306613,4
Helena,Damien Jurado,39,0.543,0.326,11,-13.847,1,0.0649,0.524,0.000307,0.12,0.783,79.263,2.786216667,4
Doctor Ross,Industrial Boogie,27,0.598,0.448,7,-11.325,1,0.0463,0.822,1.74E-06,0.294,0.444,100.785,157720,4
Fragile Animals,Landing,67,0.522,0.874,2,-6.037,0,0.0312,0.000638,0.0141,0.327,0.361,119.997,232333,4
Phoenix (feat. Fleet Foxes & Anaïs Mitchell),"Big Red Machine, Fleet Foxes, Anaïs Mitchell",52,0.482,0.671,7,-7.135,1,0.0412,0.454,0.22,0.0791,0.547,137.836,4.258883333,4
Three Days Grace,I Am Machine,17,0.402,0.97,5,-4.538,0,0.0668,1.29E-05,0.00422,0.189,0.476,75.106,200147,4
Pretenders,Back on the Chain Gang - 2007 Remaster,18,0.598,0.901,9,-6.081,1,0.0359,0.116,0.000175,0.178,0.814,153.24,3.852,4
Lola Marsh,Like in the Movies,76,0.425,0.587,1,-6.134,1,0.0284,0.112,0.924,0.0988,0.288,81.017,229800,4
Them Crooked Vultures,New Fang,11,0.278,0.961,8,-3.845,1,0.0607,7.36E-06,2.18E-06,0.0268,0.752,189.664,228639,4
Tony de María,Lamentación (Soleá),73,0.394,0.236,4,-15.209,1,0.0388,0.92,0.876,0.103,0.222,107.098,4.108333333,3
The White Stripes,Blue Orchid,40,0.481,0.645,2,-8.535,0,0.318,0.0863,2.11E-05,0.332,0.612,151.307,157560,4
Musicmusicmusic,Iron Square Serenade,58,0.321,0.603,1,-8.572,0,0.0265,0.651,0.206,0.153,0.522,79.683,3.70645,4
Toad The Wet Sprocket,Walk On the Ocean,68,0.395,0.502,11,-8.328,1,0.0309,0.236,0.0284,0.332,0.323,183.237,178376,3
Shlomo Artzi,◊î◊ê◊î◊ë◊î ◊î◊ô◊©◊†◊î,63,0.649,0.621,2,-5.199,1,0.0274,0.326,0.00487,0.107,0.336,75.792,224147,4
Chris Cornell,Seasons,47,0.474,0.422,7,-10.476,1,0.0297,0.198,0.0334,0.145,0.2,152.112,345627,4
Dirty Pretty Things,Bang Bang You're Dead,31,0.359,0.802,9,-2.945,1,0.0528,0.00687,0.000286,0.398,0.433,152.481,212200,4
Trick Daddy,Let's Go (feat. Big D & Twista),32,0.748,0.767,4,-7.806,0,0.172,0.0267,0.17,0.334,0.519,133.929,222200,4
Reignwolf,Black and Red,37,0.368,0.921,10,-4.897,0,0.0919,0.000716,0.000459,0.295,0.451,119.113,219523,3
Kida Kudz,Animalistic,61,0.85,0.669,7,-8.277,0,0.121,0.0464,0.941,0.0539,0.705,99.981,166812,4
You And I,Valerie June,37,0.504,0.559,7,-6.838,1,0.0331,0.514,0.912,0.321,0.428,131.926,3.650883333,3
Greydon Park Band,Postcards,45,0.431,0.0434,2,-22.086,1,0.031,0.934,0.94,0.112,0.0753,94.182,3.090983333,4
A Perfect Circle,A Stranger,42,0.536,0.368,7,-12.761,0,0.0296,0.516,1.34E-05,0.0921,0.0949,109.979,192333,4
Ehud Banai,◊¢◊®◊ë◊ë ◊ê◊™ ◊î◊ò◊ô◊ó,39,0.76,0.766,5,-9.199,0,0.0291,0.109,0.0376,0.273,0.962,121.547,303360,4
AVIV,Black Coffee,30,0.639,0.664,6,-8.346,1,0.0257,0.0091,0.267,0.545,0.699,132.01,144392,4
Static & Ben El,◊ß◊ò◊ü ◊¢◊ú◊ô◊†◊ï - ◊ê◊û◊†◊ô ◊ô◊©◊®◊ê◊ú,73,0.564,0.579,9,-7.01,1,0.0418,0.485,0.00151,0.132,0.443,149.939,312059,4
spill tab,Calvaire,63,0.771,0.468,2,-6.015,1,0.0539,0.428,0.000215,0.11,0.554,123.727,117499,4
Evangelin Hart,Mirage,65,0.0691,0.187,6,-14,1,0.0423,0.985,8.87E-06,0.109,0.0343,66.377,2.8,4
Yuksek,Tonight,74,0.667,0.758,1,-3.955,1,0.0471,0.0247,7.07E-05,0.0708,0.307,128.974,255293,4
Kutiman,◊û◊ú◊õ◊î ◊ï◊û◊ú◊ö,51,0.42,0.721,9,-6.08,1,0.0313,0.000449,9.67E-05,0.112,0.367,85.471,202900,4
Elvis Presley,Jailhouse Rock,35,0.647,0.582,5,-9.538,0,0.0755,0.41,0.000639,0.0715,0.915,167.396,2.44133333,4
